source,author,title,description,url,urlToImage,publishedAt,content,label,text,length,tokens,num_tokens
"{'id': 'next-big-future', 'name': 'Next Big Future'}",Brian Wang,Panel Discussion on Tesla Getting China Approvals and Baidu FSD Map Deal,"I was on a youtube panel discussion with Herbert Ong, Jeff Lutz and Xander Sky. We were talking yesterday about the major Tesla deal with Baidu for FSD mapping and for the various China approvals that put Tesla on the brink of being fully authorized to sell F…",https://www.nextbigfuture.com/2024/04/panel-discussion-on-tesla-getting-china-approvals-and-baidu-fsd-map-deal.html,https://nextbigfuture.s3.amazonaws.com/uploads/2024/04/Screen-Shot-2024-04-30-at-2.50.55-PM-1024x441.jpg,2024-04-30T21:53:10Z,"I was on a youtube panel discussion with Herbert Ong, Jeff Lutz and Xander. We were talking yesterday about the major Tesla deal with Baidu for FSD mapping and for the various China approvals that pu… [+2569 chars]",tesla,"Panel Discussion on Tesla Getting China Approvals and Baidu FSD Map Deal I was on a youtube panel discussion with Herbert Ong, Jeff Lutz and Xander Sky. We were talking yesterday about the major Tesla deal with Baidu for FSD mapping and for the various China approvals that put Tesla on the brink of being fully authorized to sell F…",333.0,"['panel', 'discussion', 'getting', 'china', 'approvals', 'baidu', 'fsd', 'map', 'deal', 'youtube', 'panel', 'discussion', 'herbert', 'ong', 'jeff', 'lutz', 'xander', 'sky', 'talking', 'yesterday', 'major', 'deal', 'baidu', 'fsd', 'mapping', 'various', 'china', 'approvals', 'put', 'brink', 'fully', 'authorized', 'sell', 'f']",34
"{'id': None, 'name': 'Speedhunters.com'}",Dino Dalle Carbonare,Fitted In Fuji: The 2024 RAYS Fan Meeting,"RAYS put on this meet to thank its loyal customer base, and this year, over 750 attendee cars turned out at Fuji Speedway to be a part of the event. Anyone with RAYS wheels on their vehicle got a parking spot and free entry. For me, what makes the RAYS Fan Me…",https://www.speedhunters.com/2024/05/2024-rays-fan-meeting/,https://s3.amazonaws.com/speedhunters-wp-production/wp-content/uploads/2024/04/30185246/rays_fan_meeting_24_dino_dalle_carbonare_168.jpg,2024-05-02T05:30:53Z,"SHARE
 Fitted In Fuji: The 2024 RAYS Fan Meeting 
It might only be three years old, but the RAYS Fan Meeting is quickly becoming a must-attend event in Japan especially if your car is rolling on wh… [+5172 chars]",toyota,"Fitted In Fuji: The 2024 RAYS Fan Meeting RAYS put on this meet to thank its loyal customer base, and this year, over 750 attendee cars turned out at Fuji Speedway to be a part of the event. Anyone with RAYS wheels on their vehicle got a parking spot and free entry. For me, what makes the RAYS Fan Me…",302.0,"['fitted', 'fuji', 'rays', 'fan', 'meeting', 'rays', 'put', 'meet', 'thank', 'loyal', 'customer', 'base', 'year', 'attendee', 'cars', 'turned', 'fuji', 'speedway', 'part', 'event', 'anyone', 'rays', 'wheels', 'vehicle', 'got', 'parking', 'spot', 'free', 'entry', 'makes', 'rays', 'fan']",32
"{'id': None, 'name': 'Raleigh News & Observer'}",Richard Stradling,The Triangle region has another interstate highway in its future,NCDOT unveils signs for “Future I-685” along U.S. 421. What does that mean and where will it go?,https://www.newsobserver.com/news/local/article288583988.html,https://media.zenfs.com/en/raleigh_news_and_observer_mcclatchy_712/be25d488838283ac58e2bcb8521307f7,2024-05-20T17:02:29Z,"Interstate highways continue to multiply in North Carolina.
State and local officials on Monday unveiled signs for Future I-685, which will someday follow U.S. 421 from I-85 near Greensboro southeas… [+3194 chars]",toyota,The Triangle region has another interstate highway in its future NCDOT unveils signs for “Future I-685” along U.S. 421. What does that mean and where will it go?,161.0,"['triangle', 'region', 'another', 'interstate', 'highway', 'future', 'ncdot', 'unveils', 'signs', 'future', 'i-685', 'along', 'u', 'mean', 'go']",15
"{'id': None, 'name': 'Yahoo Entertainment'}",Danny Lee,BYD Unveils Hybrid Powertrain Capable of Ultra-Long Drive,"(Bloomberg) -- BYD Co. unveiled a new hybrid powertrain capable of traveling more than 2,000 kilometers (1,250 miles) without recharging or refueling...",https://finance.yahoo.com/news/byd-shows-off-hybrid-powertrain-125608793.html,https://s.yimg.com/ny/api/res/1.2/vkH6y_6D2ojMvmQ8lJ89OA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/bloomberg_technology_68/971f85840e59ce83fffeac23608055d1,2024-05-29T01:13:02Z,"(Bloomberg) -- BYD Co. unveiled a new hybrid powertrain capable of traveling more than 2,000 kilometers (1,250 miles) without recharging or refueling, intensifying the EV transition war against Toyot… [+2617 chars]",toyota,"BYD Unveils Hybrid Powertrain Capable of Ultra-Long Drive (Bloomberg) -- BYD Co. unveiled a new hybrid powertrain capable of traveling more than 2,000 kilometers (1,250 miles) without recharging or refueling...",210.0,"['byd', 'unveils', 'hybrid', 'powertrain', 'capable', 'ultra-long', 'drive', 'bloomberg', 'byd', 'co', 'unveiled', 'new', 'hybrid', 'powertrain', 'capable', 'traveling', 'kilometers', 'miles', 'without', 'recharging', 'refueling']",21
"{'id': None, 'name': 'Digitimes'}",DIGITIMES,"New BYD hybrid can drive non-stop for more than 2,000 kilometers","BYD Co. unveiled a new hybrid powertrain capable of traveling more than 2,000 kilometers (1,250 miles) without recharging or refueling, intensifying the EV transition war against Toyota Motor Corp. and Volkswagen AG.",https://www.digitimes.com/news/a20240529VL203.html,https://img.digitimes.com/newsshow/20240529vl203_files/2_2b.jpg,2024-05-29T08:37:14Z,"Save my User ID and Password
Some subscribers prefer to save their log-in information so they do not have to enter their User ID and Password each time they visit the site. To activate this function… [+307 chars]",toyota,"New BYD hybrid can drive non-stop for more than 2,000 kilometers BYD Co. unveiled a new hybrid powertrain capable of traveling more than 2,000 kilometers (1,250 miles) without recharging or refueling, intensifying the EV transition war against Toyota Motor Corp. and Volkswagen AG.",281.0,"['new', 'byd', 'hybrid', 'drive', 'non-stop', 'kilometers', 'byd', 'co', 'unveiled', 'new', 'hybrid', 'powertrain', 'capable', 'traveling', 'kilometers', 'miles', 'without', 'recharging', 'refueling', 'intensifying', 'ev', 'transition', 'war', 'motor', 'corp', 'volkswagen', 'ag']",27
"{'id': None, 'name': 'Bangkok Post'}",,Kunlavut and Ratchanok spearhead stellar line-up,"Kunlavut Vitidsarn and Ratchanok Intanon headline a star-studded field at the US$420,000 (approx 17.4 million baht) BWF Toyota Thailand 2024, starting today (Tuesday) at Nimibutr Stadium.",https://www.bangkokpost.com/sports/2792459/kunlavut-and-ratchanok-spearhead-stellar-line-up,https://static.bangkokpost.com/media/content/dcx/2024/05/14/5143634_700.jpg,2024-05-13T22:14:00Z,"Kunlavut Vitidsarn and Ratchanok Intanon headline a star-studded field at the US$420,000 (approx 17.4 million baht) BWF Toyota Thailand 2024, starting today (Tuesday) at Nimibutr Stadium.
World No.8… [+1539 chars]",toyota,"Kunlavut and Ratchanok spearhead stellar line-up Kunlavut Vitidsarn and Ratchanok Intanon headline a star-studded field at the US$420,000 (approx 17.4 million baht) BWF Toyota Thailand 2024, starting today (Tuesday) at Nimibutr Stadium.",236.0,"['kunlavut', 'ratchanok', 'spearhead', 'stellar', 'line-up', 'kunlavut', 'vitidsarn', 'ratchanok', 'intanon', 'headline', 'star-studded', 'field', 'us', 'approx', 'million', 'baht', 'bwf', 'thailand', 'starting', 'today', 'tuesday', 'nimibutr', 'stadium']",23
"{'id': None, 'name': 'Bangkok Post'}",,Thai mixed duos make progress,Mixed doubles stars Dechapol Puavaranukroh and Sapsiree Taerattanachai cruised into the second round of the BWF Toyota Thailand Open at Nimibutr Stadium on Tuesday.,https://www.bangkokpost.com/sports/2792895/thai-mixed-duos-make-progress,https://static.bangkokpost.com/media/content/dcx/2024/05/15/5144565_700.jpg,2024-05-14T21:34:00Z,"Mixed doubles stars Dechapol Puavaranukroh and Sapsiree Taerattanachai cruised into the second round of the BWF Toyota Thailand Open at Nimibutr Stadium on Tuesday.
The top-seeded Thai pair stormed … [+1901 chars]",toyota,Thai mixed duos make progress Mixed doubles stars Dechapol Puavaranukroh and Sapsiree Taerattanachai cruised into the second round of the BWF Toyota Thailand Open at Nimibutr Stadium on Tuesday.,194.0,"['thai', 'mixed', 'duos', 'make', 'progress', 'mixed', 'doubles', 'stars', 'dechapol', 'puavaranukroh', 'sapsiree', 'taerattanachai', 'cruised', 'second', 'round', 'bwf', 'thailand', 'open', 'nimibutr', 'stadium', 'tuesday']",21
"{'id': None, 'name': 'PEOPLE'}",David Chiu,Georgia Boy Released from Hospital After Car Crash Kills His 2 Brothers and Parents: 'God Blessed Us',"“He still has a ways to go. But the outlook is great,"" Noah Mason's grandmother said",https://people.com/georgia-boy-released-from-hospital-after-car-crash-kills-his-2-brothers-parents-8654219,https://s.yimg.com/ny/api/res/1.2/7DAWetuvQRwLdFqRpPgvxA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/people_218/8150c21a3ec07d0dbf99756201030916,2024-05-27T15:18:11Z,"He still has a ways to go. But the outlook is great,"" Noah Mason's grandmother said
GoFundMe
 Four of the five members of the Mason family were killed in a May 19 multi-vehicle car crash, authoriti… [+3118 chars]",toyota,"Georgia Boy Released from Hospital After Car Crash Kills His 2 Brothers and Parents: 'God Blessed Us' “He still has a ways to go. But the outlook is great,"" Noah Mason's grandmother said",186.0,"['georgia', 'boy', 'released', 'hospital', 'car', 'crash', 'kills', 'brothers', 'parents', 'god', 'blessed', 'us', 'still', 'ways', 'go', 'outlook', 'great', 'noah', 'mason', 'grandmother', 'said']",21
"{'id': None, 'name': 'Daily Beast'}",AJ McDougall,‘9-1-1’ Crew Member Dies in Car Accident After 14-Hour Overnight Shift,"Fox via Getty Images
A crew member on 9-1-1 died early Saturday in a car accident along the California highway after working a 14-hour overnight shift.Rico Priem, a 66-year-old grip, was identified as the crash victim, according to Variety, citing the Los An…",https://www.thedailybeast.com/9-1-1-crew-member-dies-in-car-accident-after-14-hour-overnight-shift,"https://img.thedailybeast.com/image/upload/c_crop,d_placeholder_euli9k,h_2025,w_3600,x_0,y_31/dpr_2.0/c_limit,w_740/fl_lossy,q_auto/v1715642446/GettyImages-1242303957_uygjyb",2024-05-13T23:48:03Z,"A crew member on 9-1-1 died early Saturday in a car accident along the California highway after working a 14-hour overnight shift.
Rico Priem, a 66-year-old grip, was identified as the crash victim,… [+2610 chars]",toyota,"‘9-1-1’ Crew Member Dies in Car Accident After 14-Hour Overnight Shift Fox via Getty Images
A crew member on 9-1-1 died early Saturday in a car accident along the California highway after working a 14-hour overnight shift.Rico Priem, a 66-year-old grip, was identified as the crash victim, according to Variety, citing the Los An…",331.0,"['crew', 'member', 'dies', 'car', 'accident', '14-hour', 'overnight', 'shift', 'fox', 'via', 'getty', 'images', 'crew', 'member', 'died', 'early', 'saturday', 'car', 'accident', 'along', 'california', 'highway', 'working', '14-hour', 'overnight', 'shift', 'rico', 'priem', '66-year-old', 'grip', 'identified', 'crash', 'victim', 'according', 'variety', 'citing', 'los']",37
"{'id': None, 'name': 'CleanTechnica'}",David Waterworth,Peppermint Pattie Conversion — Powered by OZDIY,Converting a classic petrol-powered car to electric is a time consuming and expensive business. CleanTechnica has published many articles about the practice. Here’s a recent one about a Mazda Bongo van conversion. Some begin the process and never finish. Pepp…,https://cleantechnica.com/2024/05/09/peppermint-pattie-conversion-powered-by-ozdiy/,https://cleantechnica.com/wp-content/uploads/2024/05/EV-conversion-Tesla-Model-3-Australia-800x445.png,2024-05-09T12:34:52Z,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Converting a classic petrol-powered car to electric is a time consuming and expensive business. CleanTechnica… [+5296 chars]",toyota,Peppermint Pattie Conversion — Powered by OZDIY Converting a classic petrol-powered car to electric is a time consuming and expensive business. CleanTechnica has published many articles about the practice. Here’s a recent one about a Mazda Bongo van conversion. Some begin the process and never finish. Pepp…,308.0,"['peppermint', 'pattie', 'conversion', 'powered', 'ozdiy', 'converting', 'classic', 'petrol-powered', 'car', 'electric', 'time', 'consuming', 'expensive', 'business', 'cleantechnica', 'published', 'many', 'articles', 'practice', 'recent', 'one', 'mazda', 'bongo', 'van', 'conversion', 'begin', 'process', 'never', 'finish', 'pepp']",30
"{'id': None, 'name': 'Digitimes'}",DIGITIMES,"Backed by robust profit, Toyota to invest JPY2 trillion in supply chain, EV, SDV","Toyota Motor reported hefty profit growth for the past fiscal year ending March 2024, thanks to booming hybrid EV sales and a weaker Japanese Yen. The automaker said it plans to invest JPY2 trillion (US$13.79 billion) in its suppliers, growing the EV lineup a…",https://www.digitimes.com/news/a20240509VL203/toyota-ev-sdv-supply-chain.html,https://img.digitimes.com/newsshow/20240509vl203_files/1_2b.jpg,2024-05-09T03:48:55Z,"Save my User ID and Password
Some subscribers prefer to save their log-in information so they do not have to enter their User ID and Password each time they visit the site. To activate this function… [+307 chars]",toyota,"Backed by robust profit, Toyota to invest JPY2 trillion in supply chain, EV, SDV Toyota Motor reported hefty profit growth for the past fiscal year ending March 2024, thanks to booming hybrid EV sales and a weaker Japanese Yen. The automaker said it plans to invest JPY2 trillion (US$13.79 billion) in its suppliers, growing the EV lineup a…",341.0,"['backed', 'robust', 'profit', 'invest', 'jpy2', 'trillion', 'supply', 'chain', 'ev', 'sdv', 'motor', 'reported', 'hefty', 'profit', 'growth', 'past', 'fiscal', 'year', 'ending', 'march', 'thanks', 'booming', 'hybrid', 'ev', 'sales', 'weaker', 'japanese', 'yen', 'automaker', 'said', 'plans', 'invest', 'jpy2', 'trillion', 'us', 'billion', 'suppliers', 'growing', 'ev', 'lineup']",40
"{'id': None, 'name': 'Minneapolis Star Tribune'}",NICK KURCZEWSKI,Edmunds: 2024 Kia Niro versus 2024 Toyota Corolla Cross,"Many car shoppers simply want a vehicle that's practical, easy to drive and relatively inexpensive. High fuel economy is increasingly a popular desire as well. If this sounds like what you're looking for in your next vehicle, consider the 2024 Kia Niro or the…",https://www.startribune.com/edmunds-2024-kia-niro-versus-2024-toyota-corolla-cross/600362960/,https://www.startribune.com/static/img/branding/logos/strib-social-card.png?d=1713369823,2024-05-01T10:15:48Z,"Many car shoppers simply want a vehicle that's practical, easy to drive and relatively inexpensive. High fuel economy is increasingly a popular desire as well. If this sounds like what you're looking… [+4102 chars]",toyota,"Edmunds: 2024 Kia Niro versus 2024 Toyota Corolla Cross Many car shoppers simply want a vehicle that's practical, easy to drive and relatively inexpensive. High fuel economy is increasingly a popular desire as well. If this sounds like what you're looking for in your next vehicle, consider the 2024 Kia Niro or the…",316.0,"['edmunds', 'kia', 'niro', 'versus', 'corolla', 'cross', 'many', 'car', 'shoppers', 'simply', 'want', 'vehicle', 'practical', 'easy', 'drive', 'relatively', 'inexpensive', 'high', 'fuel', 'economy', 'increasingly', 'popular', 'desire', 'well', 'sounds', 'like', 'looking', 'next', 'vehicle', 'consider', 'kia', 'niro']",32
"{'id': None, 'name': 'The Daily Dot'}",Parks Kugle,‘The dealership will try to pretend that they don’t know anything about it’: Ex-dealership worker says watch for this trick when you trade in a Toyota,"The United States Department of Transportation estimates that Americans drove around 12,700 miles during the pandemic. Before the lockdowns, Americans racked up 14,300 to 13,500 miles in 2019 and 2018, respectively. Needless to say, cars are important to the …",https://www.dailydot.com/news/sell-trade-in-car-with-warranty-trick/,https://uploads.dailydot.com/2024/05/toyota-dealer-refund.jpg?auto=compress&fm=pjpg,2024-05-09T19:00:00Z,"The United States Department of Transportation estimates that Americans drove around 12,700 miles during the pandemic. Before the lockdowns, Americans racked up 14,300 to 13,500 miles in 2019 and 201… [+3728 chars]",toyota,"‘The dealership will try to pretend that they don’t know anything about it’: Ex-dealership worker says watch for this trick when you trade in a Toyota The United States Department of Transportation estimates that Americans drove around 12,700 miles during the pandemic. Before the lockdowns, Americans racked up 14,300 to 13,500 miles in 2019 and 2018, respectively. Needless to say, cars are important to the …",411.0,"['dealership', 'try', 'pretend', 'know', 'anything', 'ex-dealership', 'worker', 'says', 'watch', 'trick', 'trade', 'united', 'states', 'department', 'transportation', 'estimates', 'americans', 'drove', 'around', 'miles', 'pandemic', 'lockdowns', 'americans', 'racked', 'miles', 'respectively', 'needless', 'say', 'cars', 'important']",30
"{'id': None, 'name': 'The Daily Dot'}",Chad Swiatecki,‘My mid-’90s Subaru Impreza’: Mechanics reveal 6 cars they would own again,"Show of hands: Who among our readers remembers specifically the year, make, and model of the first car they owned? And, for extra credit, how many miles did you drive it before having to move on to car No. 2, 3, and 4?


The cars we own early on in life tend …",https://www.dailydot.com/news/top-cars-mechanics-would-own-again-subaru/,https://uploads.dailydot.com/2024/05/subaru-tiktok.jpg?auto=compress&fm=pjpg,2024-05-13T14:00:00Z,"Show of hands: Who among our readers remembers specifically the year, make, and model of the first car they owned? And, for extra credit, how many miles did you drive it before having to move on to c… [+3194 chars]",toyota,"‘My mid-’90s Subaru Impreza’: Mechanics reveal 6 cars they would own again Show of hands: Who among our readers remembers specifically the year, make, and model of the first car they owned? And, for extra credit, how many miles did you drive it before having to move on to car No. 2, 3, and 4?


The cars we own early on in life tend …",335.0,"['mid-', '90s', 'subaru', 'impreza', 'mechanics', 'reveal', 'cars', 'would', 'show', 'hands', 'among', 'readers', 'remembers', 'specifically', 'year', 'make', 'model', 'first', 'car', 'owned', 'extra', 'credit', 'many', 'miles', 'drive', 'move', 'car', 'cars', 'early', 'life', 'tend']",31
"{'id': None, 'name': 'The Daily Dot'}",Ljeonida Mulabazi,‘U.S. automakers need to copy Toyota and Honda or start from scratch’: Mechanic can’t believe this 4-year-old Ford Edge has such major problems and says Fords aren’t ‘made to last’,"A mechanic says that someone brought their 4-year-old Ford Edge into his shop. He couldn't believe it had such major problems, like a busted engine, and came to the conclusion that Fords aren't ""made to last.""


Recent data suggests that car quality in the U.…",https://www.dailydot.com/news/2020-ford-edge-engine-fail/,https://uploads.dailydot.com/2024/05/ford-edge-fail.jpg?auto=compress&fm=pjpg,2024-05-22T14:00:00Z,"A mechanic says that someone brought their 4-year-old Ford Edge into his shop. He couldn’t believe it had such major problems, like a busted engine, and came to the conclusion that Fords aren’t “made… [+3477 chars]",toyota,"‘U.S. automakers need to copy Toyota and Honda or start from scratch’: Mechanic can’t believe this 4-year-old Ford Edge has such major problems and says Fords aren’t ‘made to last’ A mechanic says that someone brought their 4-year-old Ford Edge into his shop. He couldn't believe it had such major problems, like a busted engine, and came to the conclusion that Fords aren't ""made to last.""


Recent data suggests that car quality in the U.…",441.0,"['u', 'automakers', 'need', 'copy', 'honda', 'start', 'scratch', 'mechanic', 'believe', '4-year-old', 'ford', 'edge', 'major', 'problems', 'says', 'fords', 'made', 'last', 'mechanic', 'says', 'someone', 'brought', '4-year-old', 'ford', 'edge', 'shop', 'believe', 'major', 'problems', 'like', 'busted', 'engine', 'came', 'conclusion', 'fords', 'made', 'last', 'recent', 'data', 'suggests', 'car', 'quality', 'u']",43
"{'id': None, 'name': 'The Daily Dot'}",Stacy Fernandez,‘I had the same issue with a Dodge Challenger’: Toyota driver almost had to pay for a repair she didn’t need. Mechanic saves the day with this trick,"This woman nearly had to pay $750 dollars for a car repair, but this mechanic was able to fix her issue for next to nothing with a simple hack. If you're a Toyota owner, listen up. 


Mechanics are unfortunately known to take advantage of people, especially w…",https://www.dailydot.com/news/toyota-window-hack/,https://uploads.dailydot.com/2024/05/toyota-dodge-challenger-repair.jpg?auto=compress&fm=pjpg,2024-05-22T04:00:00Z,"This woman nearly had to pay $750 dollars for a car repair, but this mechanic was able to fix her issue for next to nothing with a simple hack. If you’re a Toyota owner, listen up. 
Mechanics are un… [+2616 chars]",toyota,"‘I had the same issue with a Dodge Challenger’: Toyota driver almost had to pay for a repair she didn’t need. Mechanic saves the day with this trick This woman nearly had to pay $750 dollars for a car repair, but this mechanic was able to fix her issue for next to nothing with a simple hack. If you're a Toyota owner, listen up. 


Mechanics are unfortunately known to take advantage of people, especially w…",409.0,"['issue', 'dodge', 'challenger', 'driver', 'almost', 'pay', 'repair', 'need', 'mechanic', 'saves', 'day', 'trick', 'woman', 'nearly', 'pay', 'dollars', 'car', 'repair', 'mechanic', 'able', 'fix', 'issue', 'next', 'nothing', 'simple', 'hack', 'owner', 'listen', 'mechanics', 'unfortunately', 'known', 'take', 'advantage', 'people', 'especially', 'w']",36
"{'id': None, 'name': 'Observer'}","Abigail Bassett, Abigail Bassett",Toyota’s Unusual Path to Zero Emission Centers on Gas Cars—For Now,"Instead of offering for battery EVs, Toyota said it will develop “carbon-neutral” internal combustion engines.",https://observer.com/2024/05/toyota-announce-carbon-neutral-engine-ev-strategy/,https://observer.com/wp-content/uploads/sites/2/2024/05/GettyImages-1246195402-e1717084931635.jpg?quality=80,2024-05-30T16:09:49Z,"Toyota’s new CEO Koji Sato sees that the U.S. consumer isn’t ready to fully embrace battery EVs, industry experts say. Jun Sato/WireImage
This week, Toyota announced that it will develop smaller, ca… [+4039 chars]",toyota,"Toyota’s Unusual Path to Zero Emission Centers on Gas Cars—For Now Instead of offering for battery EVs, Toyota said it will develop “carbon-neutral” internal combustion engines.",177.0,"['unusual', 'path', 'zero', 'emission', 'centers', 'gas', 'cars', 'instead', 'offering', 'battery', 'evs', 'said', 'develop', 'carbon-neutral', 'internal', 'combustion', 'engines']",17
"{'id': None, 'name': 'Electrek'}",Peter Johnson,"Toyota, Japanese rivals promise more efficient next-gen ICE engines amid the shift to EVs","Despite the market moving toward EVs, Toyota, Subaru, and Mazda are committed to developing next-generation ICE engines. The new engines are “tailored to electrification” with integrated EV components.



 more…",http://electrek.co/2024/05/28/toyota-japanese-rivals-promise-efficient-ice-engines-amid-ev-shift/,https://i0.wp.com/electrek.co/wp-content/uploads/sites/3/2024/05/Toyota-ICE-engines.jpeg?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-05-28T13:59:38Z,"Despite the market moving toward EVs, Toyota, Subaru, and Mazda are committed to developing next-generation ICE engines. The new engines are “tailored to electrification” with integrated EV component… [+2998 chars]",toyota,"Toyota, Japanese rivals promise more efficient next-gen ICE engines amid the shift to EVs Despite the market moving toward EVs, Toyota, Subaru, and Mazda are committed to developing next-generation ICE engines. The new engines are “tailored to electrification” with integrated EV components.



 more…",301.0,"['japanese', 'rivals', 'promise', 'efficient', 'next-gen', 'ice', 'engines', 'amid', 'shift', 'evs', 'despite', 'market', 'moving', 'toward', 'evs', 'subaru', 'mazda', 'committed', 'developing', 'next-generation', 'ice', 'engines', 'new', 'engines', 'tailored', 'electrification', 'integrated', 'ev', 'components']",29
"{'id': None, 'name': 'Forbes'}","Sasha Lekach, Contributor, 
 Sasha Lekach, Contributor
 https://www.forbes.com/sites/sashalekach/",Tesla Cybertruck Frunk Gets Safety Update After ‘Alarming’ Viral Video,A clip from a new “Top Gear” video shows the Tesla Cybertruck with improved front trunk sensors after the frunk had shown to previously ignore objects in the way.,https://www.forbes.com/sites/sashalekach/2024/05/03/tesla-cybertruck-frunk-gets-safety-update-after-alarming-viral-video/,https://imageio.forbes.com/specials-images/imageserve/66354b6cecd4455a2c357a59/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-05-03T21:01:13Z,"The frunk on the new Tesla Cybertruck was under scrutiny after a viral video showed the opening ... [+] disregarding objects in the way.
getty
A worrisome video was circulating social media for ove… [+3233 chars]",toyota,Tesla Cybertruck Frunk Gets Safety Update After ‘Alarming’ Viral Video A clip from a new “Top Gear” video shows the Tesla Cybertruck with improved front trunk sensors after the frunk had shown to previously ignore objects in the way.,233.0,"['cybertruck', 'frunk', 'gets', 'safety', 'update', 'alarming', 'viral', 'video', 'clip', 'new', 'top', 'gear', 'video', 'shows', 'cybertruck', 'improved', 'front', 'trunk', 'sensors', 'frunk', 'shown', 'previously', 'ignore', 'objects', 'way']",25
"{'id': None, 'name': 'Forbes'}","Joseph Wolkin, Contributor, 
 Joseph Wolkin, Contributor
 https://www.forbes.com/sites/josephwolkin/",Stewart-Haas Racing Announces Closure Of Nascar Cup Series Team,"Stewart-Haas Racing, a four-car team, will close its doors at the end of the 2024 season, ending the lifespan of what was once a Nascar Cup Series powerhouse.",https://www.forbes.com/sites/josephwolkin/2024/05/28/stewart-haas-racing-announces-closure-of-nascar-cup-series-team/,https://imageio.forbes.com/specials-images/imageserve/6656109b50c7e73f759393ff/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-05-28T21:30:24Z,Stewart-Haas Racing teammates Josh Berry and Chase Briscoe talk during qualifying for the running ... [+] of the Goodyear 400 at Darlington Raceway. (Photo by Jeffrey Vest/Icon Sportswire via Getty I… [+3249 chars],toyota,"Stewart-Haas Racing Announces Closure Of Nascar Cup Series Team Stewart-Haas Racing, a four-car team, will close its doors at the end of the 2024 season, ending the lifespan of what was once a Nascar Cup Series powerhouse.",222.0,"['stewart-haas', 'racing', 'announces', 'closure', 'nascar', 'cup', 'series', 'team', 'stewart-haas', 'racing', 'four-car', 'team', 'close', 'doors', 'end', 'season', 'ending', 'lifespan', 'nascar', 'cup', 'series', 'powerhouse']",22
"{'id': None, 'name': 'Japan Today'}",,"Toyota global output falls 4.0% in April, hit by Prius recall","Toyota Motor Corp said Thursday its global production for April fell 4.0 percent from a year earlier to 756,254 vehicles, marking the third straight month of decline, as the automaker halted production of the Prius hybrid car due to a recall. Domestic product…",https://japantoday.com/category/business/toyota-global-output-falls-4.0-in-april-hit-by-prius-recall,,2024-05-30T21:37:56Z,"Toyota Motor Corp said Thursday its global production for April fell 4.0 percent from a year earlier to 756,254 vehicles, marking the third straight month of decline, as the automaker halted producti… [+995 chars]",toyota,"Toyota global output falls 4.0% in April, hit by Prius recall Toyota Motor Corp said Thursday its global production for April fell 4.0 percent from a year earlier to 756,254 vehicles, marking the third straight month of decline, as the automaker halted production of the Prius hybrid car due to a recall. Domestic product…",322.0,"['global', 'output', 'falls', 'april', 'hit', 'prius', 'recall', 'motor', 'corp', 'said', 'thursday', 'global', 'production', 'april', 'fell', 'percent', 'year', 'earlier', 'vehicles', 'marking', 'third', 'straight', 'month', 'decline', 'automaker', 'halted', 'production', 'prius', 'hybrid', 'car', 'due', 'recall', 'domestic', 'product']",34
"{'id': None, 'name': 'Electrek'}",Jameson Dow,Toyota once again ranked as worst automaker on climate lobbying globally,"Toyota has the worst climate lobbying score of any automaker, and the third-worst 2030 EV production plans, according to InfluenceMap’s annual report on climate lobbying.



 more…",http://electrek.co/2024/05/14/toyota-once-again-ranked-as-worst-automaker-on-climate-lobbying-globally/,https://i0.wp.com/electrek.co/wp-content/uploads/sites/3/2022/11/Toyota-climate-logo.jpg?resize=1200%2C628&quality=82&strip=all&ssl=1,2024-05-14T22:25:39Z,"Toyota has the worst climate lobbying score of any automaker, and the third-worst 2030 EV production plans, according to InfluenceMap’s annual report on climate lobbying.
Another year, another repor… [+2910 chars]",toyota,"Toyota once again ranked as worst automaker on climate lobbying globally Toyota has the worst climate lobbying score of any automaker, and the third-worst 2030 EV production plans, according to InfluenceMap’s annual report on climate lobbying.



 more…",253.0,"['ranked', 'worst', 'automaker', 'climate', 'lobbying', 'globally', 'worst', 'climate', 'lobbying', 'score', 'automaker', 'third-worst', 'ev', 'production', 'plans', 'according', 'influencemap', 'annual', 'report', 'climate', 'lobbying']",21
